Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,English,Spanish,French
2736,139,mitarbeiten,arbeite mit,,arbeitest mit,,arbeitet mit,arbeitete mit,,mitgearbeitet,,arbeitete mit,,arbeite mit,arbeit mit,,arbeitet mit,,haben,,collaborate,colaborar,collaborer
2725,140,erröten,erröte,,errötest,,errötet,errötete,,errötet,,errötete,,erröte,,,errötet,,sein,,blush,rubor,rougir
2726,140,umfassen,umfasse,,umfasst,,umfasst,umfasste,,umfasst,,umfasste,,umfasse,,,umfasst,umfasset,haben,,include,incluir,inclure
2727,140,schockieren,schockiere,,schockierst,,schockiert,schockierte,,schockiert,,schockierte,,schockiere,schockier,,schockiert,,haben,,shock,choque,choc
2728,140,verbürgen,verbürge,,verbürgst,,verbürgt,verbürgte,,verbürgt,,verbürgte,,verbürg,verbürge,,verbürgt,,haben,,vouch,atestiguar,garant
2729,140,aufschnappen,schnappe auf,,schnappst auf,,schnappt auf,schnappte auf,,aufgeschnappt,,schnappte auf,,schnappe auf,schnapp auf,,schnappt auf,,haben,sein,snap up,lanzarse sobre,happer
2730,140,anlaufen,laufe an,,läufst an,,läuft an,lief an,,angelaufen,,liefe an,,lauf an,laufe an,,lauft an,,sein,,start,comenzar,commencer
2731,140,hochklettern,kletter hoch,klettere hoch,kletterst hoch,,klettert hoch,kletterte hoch,,hochgeklettert,,kletterte hoch,,kletter hoch,klettere hoch,,klettert hoch,,sein,,climb up,trepar,grimper
2716,141,fungieren,fungiere,,fungierst,,fungiert,fungierte,,fungiert,,fungierte,,fungier,fungiere,,fungiert,,haben,,act,acto,acte
2717,141,nörgeln,nörgle,,nörgelst,,nörgelt,nörgelte,,genörgelt,,nörgelte,,nörgle,,,nörgelt,,haben,,nag,rocín,harceler
2718,141,mitzählen,zähle mit,,zählst mit,,zählt mit,zählte mit,,mitgezählt,,zählte mit,,zähl mit,zähle mit,,zählt mit,,haben,,count,contar,compter
2719,141,beilegen,lege bei,,legst bei,,legt bei,legte bei,,beigelegt,,legte bei,,leg bei,lege bei,,legt bei,,haben,,attach,adjuntar,attacher
2720,141,besudeln,besudle,,besudelst,,besudelt,besudelte,,besudelt,,besudelte,,besudle,besudel,,besudelt,,haben,,defile,desfiladero,défilé
2721,141,abgewöhnen,gewöhne ab,,gewöhnst ab,,gewöhnt ab,gewöhnte ab,,abgewöhnt,,gewöhnte ab,,gewöhn ab,gewöhne ab,,gewöhnt ab,,haben,,break the habit,romper el hábito,briser l'habitude
2722,141,blöken,blöke,,blökst,,blökt,blökte,,geblökt,,blökte,,blöke,,,blökt,,haben,,bleat,balido,bêler
2723,141,liquidieren,liquidiere,,liquidierst,,liquidiert,liquidierte,,liquidiert,,liquidierte,,liquidier,liquidiere,,liquidiert,,haben,,liquidate,liquidar,liquider
2724,141,besprühen,besprühe,,besprühst,,besprüht,besprühte,,besprüht,,besprühte,,besprüh,besprühe,,besprüht,,haben,,spray,pulverización,pulvérisation
2714,142,unterbinden,unterbinde,,unterbindest,,unterbindet,unterband,,unterbunden,,unterbände,,unterbinde,,,unterbindet,,haben,,prevent,prevenir,prévenir
2715,142,entern,entere,,enterst,,entert,enterte,,geentert,,enterte,,entere,,,entert,,haben,,board,junta,conseil
2708,143,urinieren,uriniere,,urinierst,,uriniert,urinierte,,uriniert,,urinierte,,uriniere,urinier,,uriniert,,haben,,urinate,orinar,uriner
2709,143,raunen,raune,,raunst,,raunt,raunte,,geraunt,,raunte,,raun,raune,,raunt,,haben,,whisper,susurro,chuchoter
2710,143,schnurren,schnurre,,schnurrst,,schnurrt,schnurrte,,geschnurrt,,schnurrte,,schnurre,,,schnurrt,,haben,,purr,ronroneo,ronronner
2711,143,ausweiden,weide aus,,weidest aus,,weidet aus,weidete aus,,ausgeweidet,,weidete aus,,weid aus,weide aus,,weidet aus,,haben,,gut,intestino,intestin
2712,143,disqualifizieren,disqualifiziere,,disqualifizierst,,disqualifiziert,disqualifizierte,,disqualifiziert,,disqualifizierte,,disqualifizier,disqualifiziere,,disqualifiziert,,haben,,disqualify,descalificar,disqualifier
2713,143,zudrücken,drücke zu,,drückst zu,,drückt zu,drückte zu,,zugedrückt,,drückte zu,,drück zu,drücke zu,,drückt zu,,haben,,squeeze,estrujar,presser
2699,144,nachprüfen,prüfe nach,,prüfst nach,,prüft nach,prüfte nach,,nachgeprüft,,prüfte nach,,prüf nach,prüfe nach,,prüft nach,,haben,,check,controlar,vérifier
2700,144,fasten,faste,,fastest,,fastet,fastete,,gefastet,,fastete,,fast,faste,,fastet,,haben,,fast,rápido,rapide
2701,144,ausbauen,baue aus,,baust aus,,baut aus,baute aus,,ausgebaut,,baute aus,,bau aus,baue aus,,baut aus,,haben,,expand,expandir,développer
2702,144,verwehen,verwehe,,verwehst,,verweht,verwehte,,verweht,,verwehte,,verwehe,,,verweht,,sein,haben,blow away,arrancar,souffler
2703,144,zustellen,stelle zu,,stellst zu,,stellt zu,stellte zu,,zugestellt,,stellte zu,,stell zu,stelle zu,,stellt zu,,haben,,deliver,entregar,livrer
2704,144,entziffern,entziffere,,entzifferst,,entziffert,entzifferte,,entziffert,,entzifferte,,entziffer,entziffere,,entziffert,,haben,,decipher,descifrar,déchiffrer
2705,144,riegeln,riegele,,riegelst,,riegelt,riegelte,,geriegelt,,riegelte,,riegel,riegle,,riegelt,,haben,,lock,cerrar,verrouillage
2706,144,dabeihaben,habe dabei,,hast dabei,,hat dabei,hatte dabei,,dabeigehabt,,hätte dabei,,hab dabei,habe dabei,,habt dabei,,haben,,have with you,tener contigo,avoir avec toi
2707,144,verschiffen,verschiffe,,verschiffst,,verschifft,verschiffte,,verschifft,,verschiffte,,verschiff,verschiffe,,verschifft,,haben,,shipping,envío,expédition
2692,145,adressieren,adressiere,,adressierst,,adressiert,adressierte,,adressiert,,adressierte,,adressiere,adressier,,adressiert,,haben,,address,DIRECCIÓN,adresse
2693,145,ärschen,ärsche,,ärschst,,ärscht,ärschte,,geärscht,,ärschte,,ärsche,,,ärscht,,haben,,asses,culos,culs
2694,145,einwenden,wende ein,,wendest ein,,wendet ein,wandte ein,wendete ein,eingewandt,eingewendet,wandte ein,wendete ein,wend ein,wende ein,,wendet ein,,haben,,object,objeto,objet
2695,145,verwählen,verwähle,,verwählst,,verwählt,verwählte,,verwählt,,verwählte,,verwähl,verwähle,,verwählt,,haben,,mis-select,seleccionar mal,mauvaise sélection
2696,145,volltanken,tanke voll,,tankst voll,,tankt voll,tankte voll,,vollgetankt,,tankte voll,,tank voll,tanke voll,,tankt voll,,haben,,fill up,llenar,compléter
2697,145,auftischen,tische auf,,tischst auf,,tischt auf,tischte auf,,aufgetischt,,tischte auf,,tisch auf,tische auf,,tischt auf,,haben,,serve up,servir,servir
2698,145,einreisen,reise ein,,reist ein,,reist ein,reiste ein,,eingereist,,reiste ein,,reis ein,reise ein,,reist ein,,sein,,enter,ingresar,entrer
2686,146,kicken,kicke,,kickst,,kickt,kickte,,gekickt,,kickte,,kick,kicke,,kickt,,haben,,kick,patada,coup
2687,146,zutragen,trage zu,,trägst zu,,trägt zu,trug zu,,zugetragen,,trüge zu,,trag zu,trage zu,,tragt zu,,haben,,to wear,usar,porter
2688,146,verstimmen,verstimme,,verstimmst,,verstimmt,verstimmte,,verstimmt,,verstimmte,,verstimme,,,verstimmt,,haben,,out of tune,desafinado,désaccordé
2689,146,einleben,lebe ein,,lebst ein,,lebt ein,lebte ein,,eingelebt,,lebte ein,,leb ein,lebe dich ein,,lebt ein,,haben,,settle in,instalarse,s'installer
2690,146,entstellen,entstelle,,entstellst,,entstellt,entstellte,,entstellt,,entstellte,,entstell,entstelle,,entstellt,,haben,,disfigure,desfigurar,défigurer
2691,146,zuwerfen,werfe zu,,wirfst zu,,wirft zu,warf zu,,zugeworfen,,würfe zu,,wirf zu,,,werft zu,,haben,,toss,sacudida,jeter
2677,147,aussaugen,sauge aus,,saugst aus,,saugt aus,sog aus,saugte aus,ausgesogen,ausgesaugt,söge aus,saugte aus,sauge aus,,,saugt aus,sauget aus,haben,,suck out,succionar,sucer
2678,147,knabbern,knabbere,,knabberst,,knabbert,knabberte,,geknabbert,,knabberte,,knabber,knabbere,,knabbert,,haben,,nibble,picar,grignoter
2679,147,desertieren,desertiere,,desertierst,,desertiert,desertierte,,desertiert,,desertierte,,desertiere,desertier,,desertiert,,sein,haben,desert,desierto,désert
2680,147,nominieren,nominiere,,nominierst,,nominiert,nominierte,,nominiert,,nominierte,,nominiere,nominier,,nominiert,,haben,,nominate,nombrar,désigner
2681,147,bezichtigen,bezichtige,,bezichtigst,,bezichtigt,bezichtigte,,bezichtigt,,bezichtigte,,bezichtige,,,bezichtigt,,haben,,accuse,acusar,accuser
2682,147,appellieren,appelliere,,appellierst,,appelliert,appellierte,,appelliert,,appellierte,,appelliere,appellier,,appelliert,,haben,,appeal,apelar,appel
2683,147,wirbeln,wirble,,wirbelst,,wirbelt,wirbelte,,gewirbelt,,wirbelte,,wirble,,,wirbelt,,haben,,whirl,giro,tourbillon
2684,147,panzern,panzere,,panzerst,,panzert,panzerte,,gepanzert,,panzerte,,panzere,panzer,,panzert,,haben,,armor,armadura,armure
2685,147,entsetzen,entsetze,,entsetzt,,entsetzt,entsetzte,,entsetzt,,entsetzte,,entsetz,entsetze,,entsetzt,,haben,,horror,horror,horreur
2669,148,ausscheiden,scheide aus,,scheidest aus,,scheidet aus,schied aus,,ausgeschieden,,schiede aus,,scheide aus,,,scheidet aus,,haben,sein,retire,retirarse,se retirer
2670,148,konsumieren,konsumiere,,konsumierst,,konsumiert,konsumierte,,konsumiert,,konsumierte,,konsumiere,konsumier,,konsumiert,,haben,,consume,consumir,consommer
2671,148,verkommen,verkomme,,verkommst,,verkommt,verkam,,verkommen,,verkäme,,verkomme,verkomm,,verkommt,,sein,,degenerate,degenerar,dégénérer
2672,148,ballen,balle,,ballst,,ballt,ballte,,geballt,,ballte,,balle,ball,,ballt,ballet,haben,,ball,pelota,balle
2673,148,verfangen,verfange,,verfängst,,verfängt,verfing,,verfangen,,verfinge,,verfang,verfange,,verfangt,,haben,,caught,atrapó,attrapé
2674,148,verdreifachen,verdreifache,,verdreifachst,,verdreifacht,verdreifachte,,verdreifacht,,verdreifachte,,verdreifach,verdreifache,,verdreifacht,,haben,,triple,triple,tripler
2675,148,reproduzieren,reproduziere,,reproduzierst,,reproduziert,reproduzierte,,reproduziert,,reproduzierte,,reproduzier,reproduziere,,reproduziert,,haben,,reproduce,reproducir,reproduire
2676,148,einplanen,plane ein,,planst ein,,plant ein,plante ein,,eingeplant,,plante ein,,plan ein,plane ein,,plant ein,,haben,,plan,plan,plan
2663,149,zufriedenstellen,stelle zufrieden,,stellst zufrieden,,stellt zufrieden,stellte zufrieden,,zufriedengestellt,,stellte zufrieden,,stelle zufrieden,,,stellt zufrieden,,haben,,satisfy,satisfacer,satisfaire
2664,149,verwesen,verwese,,verwest,,verwest,verweste,,verwest,,verweste,,verwes,verwese,,verwest,,sein,,decay,decadencia,pourriture
2665,149,ausleben,lebe aus,,lebst aus,,lebt aus,lebte aus,,ausgelebt,,lebte aus,,leb aus,lebe aus,,lebt aus,,haben,,live out,vivir fuera,vivre dehors
2666,149,durchsickern,sickere durch,,sickerst durch,,sickert durch,sickerte durch,,durchgesickert,,sickerte durch,,sickere durch,,,sickert durch,,sein,,leak through,filtrarse a través de,fuir à travers
2667,149,hinausgehen,gehe hinaus,,gehst hinaus,,geht hinaus,ging hinaus,,hinausgegangen,,ginge hinaus,,geh hinaus,gehe hinaus,,geht hinaus,,sein,,go out,salir,sortir
2668,149,zutun,tue zu,,tust zu,,tut zu,tat zu,,zugetan,,täte zu,,tu zu,tue zu,,tut zu,,haben,,to do,hacer,faire
2656,150,schinden,schinde,,schindest,,schindet,schindete,schund,geschunden,,schindete,schünde,schinde,schind,,schindet,,haben,,scold,regañar,gronder
2657,150,abfackeln,fackele ab,fackle ab,fackelst ab,,fackelt ab,fackelte ab,,abgefackelt,,fackelte ab,,fackele ab,fackle ab,,fackelt ab,,haben,,burn off,quemar,brûler
2658,150,texten,texte,,textest,,textet,textete,,getextet,,textete,,text,texte,,textet,,haben,,text,texto,texte
2659,150,stricken,stricke,,strickst,,strickt,strickte,,gestrickt,,strickte,,stricke,strick,,strickt,,haben,,knitting,tejido de punto,tricot
2660,150,beglückwünschen,beglückwünsche,,beglückwünschst,beglückwünscht,beglückwünscht,beglückwünschte,,beglückwünscht,,beglückwünschte,,beglückwünsche,,,beglückwünscht,,haben,,congratulate,felicitar,féliciter
2661,150,entledigen,entledige,,entledigst,,entledigt,entledigte,,entledigt,,entledigte,,entledig,entledige,,entledigt,,haben,,get rid of,deshacerse de,se débarrasser de
2662,150,zerhacken,zerhacke,,zerhackst,,zerhackt,zerhackte,,zerhackt,,zerhackte,,zerhack,zerhacke,,zerhackt,,haben,,chop up,picar,hacher
2652,151,dominieren,dominiere,,dominierst,,dominiert,dominierte,,dominiert,,dominierte,,dominier,dominiere,,dominiert,,haben,,dominate,dominar,dominer
2653,151,wälzen,wälze,,wälzt,,wälzt,wälzte,,gewälzt,,wälzte,,wälze,,,wälzt,,haben,,roll around,rodar,rouler
2654,151,verstreichen,verstreiche,,verstreichst,,verstreicht,verstrich,,verstrichen,,verstriche,,verstreiche,,,verstreicht,,haben,,pass,aprobar,passer
2655,151,abraten,rate ab,,rätst ab,,rät ab,riet ab,,abgeraten,,riete ab,,rat ab,rate ab,,ratet ab,,haben,,advise against,desaconsejar,déconseiller
2648,152,verleumden,verleumde,,verleumdest,,verleumdet,verleumdete,,verleumdet,,verleumdete,,verleumde,,,verleumdet,,haben,,slander,calumnia,calomnier
2649,152,anmaßen,maße an,,maßt an,,maßt an,maßte an,,angemaßt,,maßte an,,maß an,maße an,,maßt an,,haben,,presumptuous,presuntuoso,présomptueux
2650,152,zirpen,zirpe,,zirpst,,zirpt,zirpte,,gezirpt,,zirpte,,zirp,zirpe,,zirpt,,haben,,chirp,chirrido,gazouiller
2651,152,zieren,ziere,,zierst,,ziert,zierte,,geziert,,zierte,,zier,ziere,,ziert,,haben,,decorate,decorar,décorer
2641,153,vergeigen,vergeige,,vergeigst,,vergeigt,vergeigte,,vergeigt,,vergeigte,,vergeig,vergeige,,vergeigt,,haben,,mess up,estropear,gâcher
2642,153,mitreißen,reiße mit,,reißt mit,,reißt mit,riss mit,,mitgerissen,,risse mit,,reiß mit,,,reißt mit,,haben,,get carried away,entusiasmarse,se laisser emporter
2643,153,aufbleiben,bleibe auf,,bleibst auf,,bleibt auf,blieb auf,,aufgeblieben,,bliebe auf,,bleibe auf,bleib auf,,bleibt auf,,sein,,stay up,mantenerse de pie,rester debout
2644,153,bewähren,bewähre,,bewährst,,bewährt,bewährte,,bewährt,,bewährte,,bewähr,bewähre,,bewährt,,haben,,prove,probar,prouver
2645,153,auftauen,taue auf,,taust auf,,taut auf,taute auf,,aufgetaut,,taute auf,,tau auf,taue auf,,taut auf,,haben,sein,thaw,deshielo,dégel
2646,153,auseinandernehmen,nehme auseinander,,nimmst auseinander,,nimmt auseinander,nahm auseinander,,auseinandergenommen,,nähme auseinander,,nimm auseinander,,,nehmt auseinander,,haben,,take apart,desmontar,démonter
2647,153,vernarren,vernarre,,vernarrst,,vernarrt,vernarrte,,vernarrt,,vernarrte,,vernarr,vernarre,,vernarrt,,haben,,infatuate,enamorar locamente,tourner la tête
2631,154,entheben,enthebe,,enthebst,,enthebt,enthob,,enthoben,,enthöbe,enthübe,entheb,enthebe,,enthebt,,haben,,remove,eliminar,retirer
2632,154,fotzen,fotze,,fotzt,,fotzt,fotzte,,gefotzt,,fotzte,,fotz,fotze,,fotzt,,haben,,cunts,coños,des cons
2633,154,perfektionieren,perfektioniere,,perfektionierst,,perfektioniert,perfektionierte,,perfektioniert,,perfektionierte,,perfektioniere,perfektionier,,perfektioniert,,haben,,perfect,perfecto,parfait
2634,154,anmalen,male an,,malst an,,malt an,malte an,,angemalt,,malte an,,mal an,male an,,malt an,,haben,,paint,pintar,peinture
2635,154,sohlen,sohle,,sohlst,,sohlt,sohlte,,gesohlt,,sohlte,,sohl,sohle,,sohlt,,haben,,soles,suelas,semelles
2636,154,beurlauben,beurlaube,,beurlaubst,,beurlaubt,beurlaubte,,beurlaubt,,beurlaubte,,beurlaub,beurlaube,,beurlaubt,,haben,,take a leave of absence,tomar una licencia de ausencia,prendre un congé
2637,154,erwirken,erwirke,,erwirkst,,erwirkt,erwirkte,,erwirkt,,erwirkte,,erwirk,erwirke,,erwirkt,,haben,,achieve,lograr,atteindre
2638,154,ausstechen,steche aus,,stichst aus,,sticht aus,stach aus,,ausgestochen,,stäche aus,,stich aus,,,stecht aus,,haben,,cut out,separar,découper
2639,154,zusammenfügen,füge zusammen,,fügst zusammen,,fügt zusammen,fügte zusammen,,zusammengefügt,,fügte zusammen,,füg zusammen,füge zusammen,,fügt zusammen,,haben,,put together,juntar,mettre ensemble
2640,154,zurückführen,führe zurück,,führst zurück,,führt zurück,führte zurück,,zurückgeführt,,führte zurück,,führ zurück,führe zurück,,führt zurück,,haben,,lead back,hacer volver,ramener
2625,155,kompensieren,kompensiere,,kompensierst,,kompensiert,kompensierte,,kompensiert,,kompensierte,,kompensiere,kompensier,,kompensiert,,haben,,compensate,compensar,compenser
2626,155,beliefern,beliefere,,belieferst,,beliefert,belieferte,,beliefert,,belieferte,,beliefere,,,beliefert,,haben,,supply,suministrar,fournir
2627,155,herankommen,komme heran,,kommst heran,,kommt heran,kam heran,,herangekommen,,käme heran,,komm heran,,,kommt heran,,sein,,approach,acercarse,approche
2628,155,ragen,rage,,ragst,,ragt,ragte,,geragt,,ragte,,rag,rage,,ragt,,haben,,protrude,sobresalir,dépasser
2629,155,anbrüllen,brülle an,,brüllst an,,brüllt an,brüllte an,,angebrüllt,,brüllte an,,brüll an,brülle an,,brüllt an,,haben,,yell at,gritarle a,crier dessus
2630,155,korken,korke,,korkst,,korkt,korkte,,gekorkt,,korkte,,kork,korke,,korkt,,haben,,cork,corcho,liège
2617,156,hintreten,trete hin,,trittst hin,,tritt hin,trat hin,,hingetreten,,träte hin,,tritt hin,,,tretet hin,,haben,sein,step down,bajar,démissionner
2618,156,projizieren,projiziere,,projizierst,,projiziert,projizierte,,projiziert,,projizierte,,projiziere,projizier,,projiziert,,haben,,project,proyecto,projet
2619,156,durchlassen,lasse durch,,lässt durch,,lässt durch,ließ durch,,durchgelassen,,ließe durch,,lasse durch,,,lasst durch,,haben,,let through,dejar pasar,laisser passer
2620,156,hochfahren,fahre hoch,,fährst hoch,,fährt hoch,fuhr hoch,,hochgefahren,,führe hoch,,fahr hoch,fahre hoch,,fahrt hoch,,haben,sein,boot up,arrancar,démarrer
2621,156,überwiegen,überwiege,,überwiegst,,überwiegt,überwog,,überwogen,,überwöge,,überwieg,überwiege,,überwiegt,,haben,,predominate,predominar,prédominer
2622,156,spaßen,spaße,,spaßt,,spaßt,spaßte,,gespaßt,,spaßte,,spaße,,,spaßet,spaßt,haben,,have fun,divertirse,amusez-vous
2623,156,seilen,seile,,seilst,,seilt,seilte,,geseilt,,seilte,,seil,seile,,seilt,,haben,,rope,soga,corde
2624,156,zusetzen,setze zu,,setzt zu,,setzt zu,setzte zu,,zugesetzt,,setzte zu,,setz zu,setze zu,,setzt zu,,haben,,add,agregar,ajouter
2612,157,spotten,spotte,,spottest,,spottet,spottete,,gespottet,,spottete,,spotte,,,spottet,,haben,,scoff,burla,moquerie
2613,157,verschmutzen,verschmutze,,verschmutzt,,verschmutzt,verschmutzte,,verschmutzt,,verschmutzte,,verschmutze,verschmutz,,verschmutzt,,haben,,pollute,contaminar,polluer
2614,157,kontakten,kontakte,,kontaktest,,kontaktet,kontaktete,,kontaktet,,kontaktete,,kontakte,,,kontaktet,,haben,,contacts,contactos,contacts
2615,157,bereisen,bereise,,bereist,,bereist,bereiste,,bereist,,bereiste,,bereis,bereise,,bereist,,haben,,travel,viajar,voyage
2616,157,überrollen,überrolle,,überrollst,,überrollt,überrollte,,überrollt,,überrollte,,überroll,überrolle,,überrollt,,haben,,roll over,dese la vuelta,rouler sur
2597,158,erörtern,erörtere,,erörterst,,erörtert,erörterte,,erörtert,,erörterte,,erörtere,,,erörtert,,haben,,discuss,conversar,discuter
2598,158,ausladen,lade aus,,lädst aus,,lädt aus,lud aus,,ausgeladen,,lüde aus,,lad aus,lade aus,,ladet aus,,haben,,unload,descargar,décharger
2599,158,mogeln,mogle,mogele,mogelst,,mogelt,mogelte,,gemogelt,,mogelte,,mogle,mogele,,mogelt,,haben,,cheat,engañar,tricher
2600,158,abwickeln,wickele ab,,wickelst ab,,wickelt ab,wickelte ab,,abgewickelt,,wickelte ab,,wickle ab,wickele ab,,wickelt ab,,haben,,unwind,relajarse,se détendre
2601,158,erbringen,erbringe,,erbringst,,erbringt,erbrachte,,erbracht,,erbrächte,,erbring,erbringe,,erbringt,,haben,,provide,proporcionar,fournir
2602,158,reinschauen,schaue rein,,schaust rein,,schaut rein,schaute rein,,reingeschaut,,schaute rein,,schau rein,schaue rein,,schaut rein,,haben,,take a look,echa un vistazo,jetez un oeil
2603,158,verdursten,verdurste,,verdurstest,,verdurstet,verdurstete,,verdurstet,,verdurstete,,verdurst,verdurste,,verdurstet,,sein,,die of thirst,morir de sed,mourir de soif
2604,158,erwärmen,erwärme,,erwärmst,,erwärmt,erwärmte,,erwärmt,,erwärmte,,erwärm,erwärme,,erwärmt,,haben,,heat,calor,chaleur
2605,158,durchlesen,lese durch,,liest durch,,liest durch,las durch,,durchgelesen,,läse durch,,lies durch,,,lest durch,,haben,,read through,leer detenidamente,parcourir
2606,158,schrammen,schramme,,schrammst,,schrammt,schrammte,,geschrammt,,schrammte,,schramm,schramme,,schrammt,,haben,sein,scratches,rayones,rayures
